[header]
width=25
height=25
tilewidth=16
tileheight=16
orientation=orthogonal
background_color=0,0,0,255

[tilesets]
tileset=../Users/Leonardo/Desktop/githubhwcs3113/CS3113/assets/sprite_sheets/dirt-tiles.png,16,16,0,0
tileset=../Users/Leonardo/Desktop/githubhwcs3113/CS3113/assets/sprite_sheets/dirt-tiles.png,16,16,0,0

[layer]
type=RealOnes
data=
0,0,0,0,34,0,0,0,0,65,64,0,0,0,0,0,0,0,0,0,0,0,0,0,34,
0,0,0,0,34,0,0,0,0,0,32,33,0,0,0,0,0,0,0,0,0,0,0,0,34,
0,0,0,0,34,0,0,0,0,0,0,48,49,0,0,0,0,0,0,0,0,0,0,0,34,
0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,
0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,
0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,
0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,
0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,
0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,
0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,
0,0,0,0,34,0,21,22,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,
0,0,0,0,34,0,45,46,47,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,
0,0,0,0,43,0,69,70,71,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,
0,0,0,0,34,0,93,94,95,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,
0,0,0,0,34,0,0,118,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,
0,0,0,0,34,0,0,142,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,
0,0,0,0,34,0,0,166,167,0,0,0,52,0,475,0,0,0,0,0,0,0,0,42,34,
0,0,0,0,58,1,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,54,58,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

